,precision,recall,f1-score,support
EW,0.675825500120511,0.9996434937611408,0.8064423353465632,5610.0
EA,0.0,0.0,0.0,853.0
RRab,0.0,0.0,0.0,415.0
RRc,0.0,0.0,0.0,961.0
RRd,0.0,0.0,0.0,88.0
RS CVn,0.0,0.0,0.0,281.0
LPV,0.0,0.0,0.0,92.0
accuracy,0.6756626506024096,0.6756626506024096,0.6756626506024096,0.6756626506024096
macro avg,0.09654650001721586,0.14280621339444868,0.11520604790665188,8300.0
weighted avg,0.4567928982742249,0.6756626506024096,0.5450772893125566,8300.0
